Keep,Order,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,sample,details
No,,GO:0072348,sulfur compound transport,16,0.52558132,1.585046954,0.024442466,0.024442466,0.123774961,255,"tags=44%, list=15%, signal=38%",YPL092W/YBR220C/YGR055W/YPL274W/YLR092W/YLR348C/YLR237W,1744,Manually compressed, strain specific
No,,GO:0000409,regulation of transcription by galactose,3,-0.878566983,-1.512256333,0.024675916,0.024675916,0.124255129,102,"tags=100%, list=6%, signal=94%",YDR443C/YCR081W,1744,Manually compressed, strain specific
No,,GO:0000411,positive regulation of transcription by galactose,3,-0.878566983,-1.512256333,0.024675916,0.024675916,0.124255129,102,"tags=100%, list=6%, signal=94%",YDR443C/YCR081W,1744,Revigo compressed
No,,GO:0006405,RNA export from nucleus,17,-0.53765867,-1.572808,0.025299203,0.025299203,0.127036838,234,"tags=35%, list=13%, signal=31%",YFR002W/YBL079W/YNL004W/YIL115C/YAR002W/YGR116W,1744,Revigo compressed
No,,GO:0051646,mitochondrion localization,11,-0.615517631,-1.596642004,0.025818404,0.025818404,0.129060525,374,"tags=55%, list=22%, signal=43%",YAL048C/YLL001W/YOR326W/YPR083W/YHR194W/YDR150W,1744,Manually compressed, strain specific
No,,GO:0000209,protein polyubiquitination,17,-0.536255527,-1.568703399,0.025846208,0.025846208,0.129060525,437,"tags=65%, list=25%, signal=49%",YML111W/YEL012W/YCL008C/YDR457W/YNL172W/YDR030C/YLR032W/YLR024C/YDL190C/YGL141W/YOR371C,1744,Revigo compressed
No,,GO:0007096,regulation of exit from mitosis,12,-0.604708182,-1.606647772,0.026012527,0.026012527,0.129530214,122,"tags=33%, list=7%, signal=31%",YHL007C/YJL076W/YAR019C/YAL024C,1744,Revigo compressed
No,,GO:0031990,mRNA export from nucleus in response to heat stress,3,-0.872761805,-1.502264019,0.026538225,0.026538225,0.131781886,104,"tags=100%, list=6%, signal=94%",YKL068W/YAR002W,1744,Revigo compressed
No,,GO:0006417,regulation of translation,38,-0.414203016,-1.476366305,0.026687375,0.026687375,0.13215644,389,"tags=37%, list=22%, signal=29%",YGL178W/YAL021C/YNL085W/YIL103W/YEL015W/YGL173C/YKL025C/YPL203W/YGR271W/YGL094C/YOL115W/YCR077C/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0007124,pseudohyphal growth,31,-0.450842011,-1.534462635,0.026792045,0.026792045,0.132309273,152,"tags=35%, list=9%, signal=33%",YGL192W/YER113C/YDR422C/YER178W/YDR480W/YER027C/YHL007C/YLL021W/YOR371C/YDR107C/YAL056W,1744,Revigo compressed
No,,GO:0009896,positive regulation of catabolic process,34,-0.428296403,-1.494364512,0.027359139,0.027359139,0.134738618,474,"tags=47%, list=27%, signal=35%",YPR049C/YBL105C/YKL015W/YGL178W/YAL021C/YDR457W/YEL015W/YGL173C/YKL025C/YFL024C/YNL289W/YGL094C/YNL127W/YDR216W/YOL115W/YCR077C,1744,Revigo compressed
No,,GO:0051170,import into nucleus,19,-0.523441409,-1.575767496,0.027554808,0.027554808,0.135330462,392,"tags=47%, list=23%, signal=37%",YFL007W/YIL149C/YLL024C/YMR129W/YFR002W/YBL079W/YIL115C/YAR002W/YNR016C,1744,Revigo compressed
No,,GO:0010921,regulation of phosphatase activity,18,-0.522034266,-1.545984274,0.027965224,0.027965224,0.136970882,264,"tags=39%, list=15%, signal=33%",YGL229C/YIL153W/YER054C/YAL031C/YOR054C/YJL076W/YFR040W,1744,Revigo compressed
No,,GO:0043543,protein acylation,20,-0.530261108,-1.629830304,0.028272713,0.028272713,0.138099615,271,"tags=45%, list=16%, signal=38%",YOR023C/YHR099W/YOL003C/YFL024C/YPL001W/YER164W/YBR081C/YHR119W/YCL010C,1744,Revigo compressed
No,,GO:0016050,vesicle organization,19,-0.521656899,-1.570395408,0.028624865,0.028624865,0.139439772,370,"tags=42%, list=21%, signal=33%",YFL025C/YER114C/YHR035W/YDL058W/YEL022W/YMR231W/YLR305C/YIL109C,1744,Manually compressed, strain specific
No,,GO:0000018,regulation of DNA recombination,12,-0.597836649,-1.588390811,0.02910865,0.02910865,0.141115771,147,"tags=42%, list=8%, signal=38%",YIR002C/YPL015C/YOL115W/YBR098W/YER047C,1744,Revigo compressed
No,,GO:0016241,regulation of macroautophagy,13,-0.560174421,-1.536103502,0.029126361,0.029126361,0.141115771,209,"tags=46%, list=12%, signal=41%",YGL173C/YFL024C/YNL289W/YNL127W/YJR066W/YKL203C,1744,Revigo compressed
No,,GO:0000956,nuclear-transcribed mRNA catabolic process,25,-0.473831759,-1.534068707,0.029474568,0.029474568,0.142331699,209,"tags=48%, list=12%, signal=43%",YCL001W-B/YGL178W/YAL021C/YEL015W/YGL173C/YKL025C/YNL004W/YGL094C/YOL115W/YCR077C/YPR189W/YOR076C,1744,Revigo compressed
No,,GO:0050657,nucleic acid transport,22,-0.49412078,-1.554278593,0.029694922,0.029694922,0.142331699,388,"tags=45%, list=22%, signal=36%",YIL149C/YLL024C/YDR457W/YMR129W/YFR002W/YBL079W/YNL004W/YIL115C/YAR002W/YGR116W,1744,Revigo compressed
No,,GO:0050658,RNA transport,22,-0.49412078,-1.554278593,0.029694922,0.029694922,0.142331699,388,"tags=45%, list=22%, signal=36%",YIL149C/YLL024C/YDR457W/YMR129W/YFR002W/YBL079W/YNL004W/YIL115C/YAR002W/YGR116W,1744,Revigo compressed
No,,GO:0051236,establishment of RNA localization,22,-0.49412078,-1.554278593,0.029694922,0.029694922,0.142331699,388,"tags=45%, list=22%, signal=36%",YIL149C/YLL024C/YDR457W/YMR129W/YFR002W/YBL079W/YNL004W/YIL115C/YAR002W/YGR116W,1744,Revigo compressed
No,,GO:0070550,rDNA chromatin condensation,3,-0.866705136,-1.491838818,0.029952463,0.029952463,0.142802478,235,"tags=100%, list=14%, signal=87%",YFR031C/YOL004W,1744,Revigo compressed
No,,GO:0070058,tRNA gene clustering,3,-0.866705136,-1.491838818,0.029952463,0.029952463,0.142802478,235,"tags=100%, list=14%, signal=87%",YBL097W/YFR031C,1744,Revigo compressed
No,,GO:0006369,termination of RNA polymerase II transcription,7,-0.690857998,-1.55812051,0.030347889,0.030347889,0.144303936,126,"tags=57%, list=7%, signal=53%",YBR245C/YER164W/YLR430W/YAL043C,1744,Revigo compressed
No,,GO:0031929,TOR signaling,21,-0.523116992,-1.628362516,0.030547561,0.030547561,0.144869106,137,"tags=62%, list=8%, signal=58%",YNL047C/YEL062W/YER093C/YDR128W/YGL150C/YBL104C/YLL010C/YIL105C/YHR186C/YBL088C/YJR066W/YKL203C/YOL138C,1744,Revigo compressed
No,,GO:0009056,catabolic process,327,-0.257622119,-1.305566952,0.030662727,0.030662727,0.14503159,431,"tags=30%, list=25%, signal=28%",YFR055W/YPR164W/YJR031C/YJR096W/YEL012W/YMR250W/YCL039W/YJL216C/YBL017C/YDR256C/YLR001C/YCL001W-B/YFL007W/YOR109W/YGL178W/YJL095W/YLR057W/YKL100C/YEL037C/YAL021C/YFL025C/YDR143C/YDR001C/YIL097W/YJR117W/YMR135C/YLL024C/YCL008C/YER178W/YOL055C/YDR330W/YDR457W/YFR044C/YDL174C/YNR001C/YDL238C/YDL122W/YEL015W/YFL016C/YJL149W/YJR030C/YDR089W/YGL202W/YLL001W/YNL009W/YIL153W/YBR139W/YBR169C/YOR003W/YDL019C/YGL173C/YNL172W/YEL022W/YKL025C/YMR304W/YIL075C/YDL109C/YDR030C/YNL004W/YDR421W/YFL024C/YPR006C/YIL115C/YNL289W/YGL156W/YLR024C/YLL012W/YHL002W/YHR186C/YFR021W/YAL058W/YDL190C/YGL094C/YNL012W/YNL008C/YMR231W/YNL127W/YGL141W/YOR019W/YCL043C/YJR066W/YOR081C/YOR371C/YKL127W/YIR027C/YDR216W/YOR336W/YLR305C/YOL115W/YEL020C/YMR189W/YKL203C/YCR077C/YOL004W/YPR189W/YDR293C/YOR076C/YDR170C/YIL109C,1744,Manually compressed, strain specific
No,,GO:1901989,positive regulation of cell cycle phase transition,14,-0.57445669,-1.61463076,0.030777596,0.030777596,0.145191816,372,"tags=50%, list=21%, signal=40%",YBL046W/YAL021C/YMR135C/YGR245C/YOR066W/YGL173C/YAL024C,1744,Revigo compressed
No,,GO:0006607,NLS-bearing protein import into nucleus,4,-0.798832156,-1.47362336,0.030937264,0.030937264,0.145561988,154,"tags=100%, list=9%, signal=91%",YGL241W/YIL115C/YAR002W,1744,Revigo compressed
No,,GO:0009057,macromolecule catabolic process,136,-0.302310611,-1.384484404,0.031098463,0.031098463,0.145937401,396,"tags=33%, list=23%, signal=28%",YCL001W-B/YFL007W/YGL178W/YLR057W/YKL100C/YEL037C/YAL021C/YFL025C/YDR143C/YIL097W/YJR117W/YMR135C/YLL024C/YCL008C/YDR330W/YDR457W/YDL122W/YEL015W/YFL016C/YJL149W/YBR169C/YOR003W/YGL173C/YNL172W/YKL025C/YMR304W/YIL075C/YDR030C/YNL004W/YLR024C/YHL002W/YAL058W/YDL190C/YGL094C/YNL008C/YMR231W/YGL141W/YCL043C/YOR371C/YOR336W/YOL115W/YCR077C/YPR189W/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0038202,TORC1 signaling,14,-0.574047255,-1.613479955,0.031322318,0.031322318,0.146222333,133,"tags=29%, list=8%, signal=27%",YBL088C/YJR066W/YKL203C/YOL138C,1744,Revigo compressed
No,,GO:0046390,ribose phosphate biosynthetic process,14,-0.573634005,-1.612318431,0.031322318,0.031322318,0.146222333,108,"tags=29%, list=6%, signal=27%",YOR054C/YJL130C/YEL021W/YNR016C,1744,Revigo compressed
No,,GO:0032392,DNA geometric change,24,-0.47837182,-1.523310565,0.031493478,0.031493478,0.146639489,224,"tags=38%, list=13%, signal=33%",YGL201C/YJR035W/YGL163C/YLR032W/YIL126W/YNL250W/YDR334W/YLR430W/YPR019W,1744,Revigo compressed
No,,GO:0008053,mitochondrial fusion,4,-0.797653946,-1.471449891,0.03186379,0.03186379,0.147345944,36,"tags=50%, list=2%, signal=49%",YOR124C/YOR211C,1744,Revigo compressed
No,,GO:0006904,vesicle docking involved in exocytosis,4,-0.796938618,-1.470130309,0.03186379,0.03186379,0.147345944,249,"tags=100%, list=14%, signal=86%",YKL079W/YOR326W/YMR231W,1744,Revigo compressed
No,,GO:0060341,regulation of cellular localization,23,-0.495528396,-1.57915588,0.031891788,0.031891788,0.147345944,459,"tags=48%, list=26%, signal=36%",YOL070C/YGL179C/YMR055C/YJR117W/YNL236W/YDR180W/YLL021W/YJL076W/YLR106C/YAR019C/YDR507C,1744,Revigo compressed
No,,GO:0044087,regulation of cellular component biogenesis,51,-0.393743151,-1.51155014,0.032408597,0.032408597,0.149348775,195,"tags=27%, list=11%, signal=25%",YGR040W/YGL216W/YCL027W/YKL025C/YPL203W/YER027C/YLL021W/YMR231W/YJL076W/YJR066W/YPL082C/YCR008W/YAR019C/YIL034C,1744,Manually compressed, strain specific
No,,GO:0034968,histone lysine methylation,5,-0.764016009,-1.531007088,0.032697508,0.032697508,0.149843995,205,"tags=100%, list=12%, signal=88%",YJL168C/YHR207C/YGR116W/YHR119W,1744,Revigo compressed
No,,GO:0006413,translational initiation,10,-0.624761942,-1.576788222,0.032757181,0.032757181,0.149843995,209,"tags=50%, list=12%, signal=44%",YGL178W/YGL173C/YJR066W/YBR079C/YCR077C,1744,Revigo compressed
No,,GO:0033866,nucleoside bisphosphate biosynthetic process,4,-0.795513321,-1.467501032,0.033101181,0.033101181,0.149843995,108,"tags=75%, list=6%, signal=70%",YER178W/YOR054C/YNR016C,1744,Revigo compressed
No,,GO:0034030,ribonucleoside bisphosphate biosynthetic process,4,-0.795513321,-1.467501032,0.033101181,0.033101181,0.149843995,108,"tags=75%, list=6%, signal=70%",YER178W/YOR054C/YNR016C,1744,Revigo compressed
No,,GO:0034033,purine nucleoside bisphosphate biosynthetic process,4,-0.795513321,-1.467501032,0.033101181,0.033101181,0.149843995,108,"tags=75%, list=6%, signal=70%",YER178W/YOR054C/YNR016C,1744,Revigo compressed
No,,GO:0043966,histone H3 acetylation,4,-0.795162843,-1.466854497,0.033101181,0.033101181,0.149843995,126,"tags=75%, list=7%, signal=70%",YJL168C/YER164W/YCL010C,1744,Revigo compressed
No,,GO:0044154,histone H3-K14 acetylation,4,-0.795162843,-1.466854497,0.033101181,0.033101181,0.149843995,126,"tags=75%, list=7%, signal=70%",YJL168C/YER164W/YCL010C,1744,Revigo compressed
No,,GO:0042325,regulation of phosphorylation,42,-0.408344283,-1.483446094,0.033324277,0.033324277,0.150118278,202,"tags=26%, list=12%, signal=24%",YGR233C/YNL257C/YPL004C/YER027C/YNL289W/YHR186C/YHL007C/YJR066W/YOR371C/YPL153C/YAL056W,1744,Revigo compressed
No,,GO:0044270,cellular nitrogen compound catabolic process,53,-0.374968489,-1.452531225,0.033329255,0.033329255,0.150118278,396,"tags=34%, list=23%, signal=27%",YCL001W-B/YGL178W/YAL021C/YOL055C/YNR001C/YDL238C/YEL015W/YGL173C/YKL025C/YNL004W/YDR421W/YGL094C/YIR027C/YOL115W/YCR077C/YPR189W/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0035999,tetrahydrofolate interconversion,4,0.774766938,1.457746264,0.033507596,0.033507596,0.150543294,261,"tags=50%, list=15%, signal=43%",YBR263W/YGL125W,1744,Revigo compressed
No,,GO:0007017,microtubule-based process,29,-0.448923664,-1.502160592,0.034326954,0.034326954,0.153838954,395,"tags=41%, list=23%, signal=33%",YCR065W/YIL149C/YFL037W/YMR129W/YGL216W/YOR326W/YDR488C/YIL153W/YNL012W/YDR150W/YAR019C/YER047C,1744,Manually compressed, strain specific
No,,GO:0034220,ion transmembrane transport,126,0.269335055,1.316837953,0.034923435,0.034923435,0.156121828,621,"tags=46%, list=36%, signal=32%",YJL129C/YML116W/YCR098C/YMR241W/YOR334W/YJL133W/YEL065W/YBR220C/YOR378W/YGL077C/YOR273C/YOL122C/YGR055W/YDR536W/YOL158C/YBR295W/YBR235W/YPL274W/YNL275W/YLR092W/YDR508C/YBR298C/YLR348C/YMR056C/YLR237W/YBR054W/YCR037C/YKL175W/YEL063C/YGL006W/YNR055C/YPL244C/YGR121C/YDR033W/YBR086C/YDR506C/YMR266W/YOR307C/YNL321W/YFL050C/YGR125W/YHR050W/YIL047C/YOR222W/YHR175W/YIL121W/YGR096W/YDR345C/YEL069C/YPR156C/YER145C/YGR217W/YNL291C/YBR296C/YGL139W/YBR291C/YPL221W/YGR260W,1744,Revigo compressed
No,,GO:1901701,cellular response to oxygen-containing compound,23,-0.491997157,-1.567902485,0.035107694,0.035107694,0.156472341,206,"tags=35%, list=12%, signal=31%",YOR018W/YHR186C/YNL008C/YOL081W/YOR371C/YDR216W/YMR038C/YAL056W,1744,Revigo compressed
No,,GO:0043549,regulation of kinase activity,35,-0.423391029,-1.479536284,0.035176416,0.035176416,0.156472341,202,"tags=29%, list=12%, signal=26%",YGR233C/YNL257C/YPL004C/YER027C/YNL289W/YHR186C/YHL007C/YJR066W/YOR371C/YAL056W,1744,Revigo compressed
No,,GO:0010458,exit from mitosis,14,-0.563288604,-1.583240516,0.035680102,0.035680102,0.158319996,201,"tags=36%, list=12%, signal=32%",YNL172W/YHL007C/YJL076W/YAR019C/YAL024C,1744,Revigo compressed
No,,GO:0034976,response to endoplasmic reticulum stress,37,-0.422255047,-1.49596113,0.035796811,0.035796811,0.158445663,387,"tags=43%, list=22%, signal=34%",YJL095W/YLR057W/YEL037C/YPR095C/YFL025C/YJR117W/YJR143C/YHR079C/YML007W/YAL058W/YDL190C/YDR122W/YGL141W/YCL043C/YJR066W/YOR336W,1744,Manually compressed, strain specific
No,,GO:0034248,regulation of cellular amide metabolic process,39,-0.409226871,-1.461825543,0.036535258,0.036535258,0.161315903,389,"tags=36%, list=22%, signal=28%",YGL178W/YAL021C/YNL085W/YIL103W/YEL015W/YGL173C/YKL025C/YPL203W/YGR271W/YGL094C/YOL115W/YCR077C/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0098781,ncRNA transcription,10,-0.61722966,-1.557778079,0.037796633,0.037796633,0.165945923,239,"tags=50%, list=14%, signal=43%",YLR131C/YJR066W/YPL082C/YAL001C/YBL014C,1744,Revigo compressed
No,,GO:2000112,regulation of cellular macromolecule biosynthetic process,42,-0.400105266,-1.453515131,0.037974088,0.037974088,0.165945923,289,"tags=36%, list=17%, signal=31%",YGL178W/YAL021C/YNL085W/YIL103W/YEL015W/YER054C/YGL173C/YKL025C/YPL203W/YGR271W/YGL094C/YOL115W/YCR077C/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0000077,DNA damage checkpoint signaling,21,-0.507894582,-1.580978083,0.037985059,0.037985059,0.165945923,351,"tags=43%, list=20%, signal=35%",YDR217C/YNL262W/YHR154W/YCL061C/YBL088C/YNL127W/YPL153C/YBR098W/YBR136W,1744,Revigo compressed
No,,GO:0042770,signal transduction in response to DNA damage,21,-0.507894582,-1.580978083,0.037985059,0.037985059,0.165945923,351,"tags=43%, list=20%, signal=35%",YDR217C/YNL262W/YHR154W/YCL061C/YBL088C/YNL127W/YPL153C/YBR098W/YBR136W,1744,Revigo compressed
No,,GO:0045229,external encapsulating structure organization,91,0.292605977,1.353023927,0.038139304,0.038139304,0.165945923,569,"tags=45%, list=33%, signal=32%",YGR023W/YGR279C/YHR021W-A/YOR134W/YOL061W/YNL066W/YMR238W/YKL046C/YCR045C/YGR197C/YOR298W/YMR104C/YLR213C/YDR403W/YDR420W/YNL283C/YLR414C/YCL048W/YLR413W/YNL053W/YKL129C/YML057W/YKL187C/YMR109W/YLR120C/YJL159W/YOL132W/YIL123W/YBR043C/YLR436C/YMR148W/YPR030W/YJR151C/YEL040W/YBL101C/YGR014W/YLR343W/YBR076W/YDL049C/YDR261C/YCR089W,1744,Manually compressed, strain specific
No,,GO:0071555,cell wall organization,91,0.292605977,1.353023927,0.038139304,0.038139304,0.165945923,569,"tags=45%, list=33%, signal=32%",YGR023W/YGR279C/YHR021W-A/YOR134W/YOL061W/YNL066W/YMR238W/YKL046C/YCR045C/YGR197C/YOR298W/YMR104C/YLR213C/YDR403W/YDR420W/YNL283C/YLR414C/YCL048W/YLR413W/YNL053W/YKL129C/YML057W/YKL187C/YMR109W/YLR120C/YJL159W/YOL132W/YIL123W/YBR043C/YLR436C/YMR148W/YPR030W/YJR151C/YEL040W/YBL101C/YGR014W/YLR343W/YBR076W/YDL049C/YDR261C/YCR089W,1744,Revigo compressed
No,,GO:0046700,heterocycle catabolic process,51,-0.387573347,-1.487864729,0.038744002,0.038744002,0.168168817,396,"tags=35%, list=23%, signal=28%",YCL001W-B/YGL178W/YAL021C/YOL055C/YNR001C/YDL238C/YEL015W/YGL173C/YKL025C/YNL004W/YDR421W/YGL094C/YIR027C/YOL115W/YCR077C/YPR189W/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0034645,cellular macromolecule biosynthetic process,110,-0.311205095,-1.372126794,0.041158537,0.041158537,0.178217615,389,"tags=30%, list=22%, signal=25%",YGL178W/YLR057W/YAL021C/YER005W/YOR002W/YNL085W/YJR143C/YEL011W/YIL103W/YEL015W/YOR067C/YOL003C/YER054C/YGL173C/YKL025C/YPL203W/YER001W/YBL082C/YBR229C/YGR271W/YFR021W/YGL027C/YGL094C/YJR066W/YOR099W/YKL127W/YOR336W/YBR079C/YOL115W/YCR077C/YDR293C/YOR076C/YJL062W,1744,Revigo compressed
No,,GO:0033673,negative regulation of kinase activity,14,-0.551135126,-1.549080621,0.041672073,0.041672073,0.180006442,202,"tags=36%, list=12%, signal=32%",YGR233C/YPL004C/YJR066W/YOR371C/YAL056W,1744,Revigo compressed
No,,GO:0000724,double-strand break repair via homologous recombination,23,-0.482635324,-1.538068081,0.043683469,0.043683469,0.187846422,315,"tags=35%, list=18%, signal=29%",YIR002C/YOR023C/YDR180W/YGL201C/YDR076W/YGL163C/YER047C/YPR019W,1744,Revigo compressed
No,,GO:0031329,regulation of cellular catabolic process,46,-0.394390339,-1.467867591,0.04369663,0.04369663,0.187846422,209,"tags=26%, list=12%, signal=24%",YGL173C/YKL025C/YNL004W/YFL024C/YNL289W/YHR186C/YGL094C/YNL127W/YJR066W/YOL115W/YKL203C/YCR077C,1744,Revigo compressed
No,,GO:2000113,negative regulation of cellular macromolecule biosynthetic process,20,-0.508021777,-1.561474668,0.043936731,0.043936731,0.187977021,389,"tags=50%, list=22%, signal=39%",YGL178W/YAL021C/YEL015W/YGL173C/YKL025C/YPL203W/YGL094C/YOL115W/YCR077C/YDR293C,1744,Revigo compressed
No,,GO:0009451,RNA modification,30,-0.441474299,-1.490100879,0.043936731,0.043936731,0.187977021,337,"tags=37%, list=19%, signal=30%",YGL236C/YOL141W/YPL183C/YPL030W/YOL124C/YJR066W/YDL201W/YOL115W/YKL203C/YCL054W/YPL266W,1744,Revigo compressed
No,,GO:1901990,regulation of mitotic cell cycle phase transition,37,-0.410311281,-1.453646868,0.044812156,0.044812156,0.191004592,405,"tags=35%, list=23%, signal=28%",YMR055C/YAL021C/YDR217C/YMR135C/YNL262W/YGR245C/YOR066W/YGL173C/YIL031W/YHL007C/YJL076W/YAR019C/YAL024C,1744,Revigo compressed
No,,GO:0032880,regulation of protein localization,21,-0.500830949,-1.558990355,0.044891329,0.044891329,0.191004592,459,"tags=48%, list=26%, signal=35%",YOL070C/YGL179C/YMR055C/YJR117W/YNL236W/YDR180W/YLL021W/YJL076W/YAR019C/YDR507C,1744,Revigo compressed
No,,GO:0031400,negative regulation of protein modification process,25,-0.463938416,-1.502038209,0.044964029,0.044964029,0.191004592,202,"tags=44%, list=12%, signal=39%",YCL051W/YCL008C/YDL122W/YGR233C/YPL004C/YER164W/YOR054C/YJL076W/YJR066W/YOR371C/YAL056W,1744,Revigo compressed
No,,GO:0031670,cellular response to nutrient,23,-0.479883801,-1.529299496,0.045827417,0.045827417,0.194211998,102,"tags=43%, list=6%, signal=41%",YBR239C/YPL133C/YGL035C/YJL089W/YDR443C/YIL154C/YCR081W/YDR216W/YCR084C/YGR116W,1744,Revigo compressed
No,,GO:0051168,nuclear export,22,-0.480464665,-1.511322686,0.046263345,0.046263345,0.195597013,388,"tags=45%, list=22%, signal=36%",YIL149C/YEL037C/YGR245C/YFR002W/YBL079W/YNL004W/YIL115C/YAR002W/YLR106C/YGR116W,1744,Revigo compressed
No,,GO:0045930,negative regulation of mitotic cell cycle,30,-0.436264266,-1.472515541,0.04745167,0.04745167,0.200149086,354,"tags=43%, list=20%, signal=35%",YCL024W/YMR055C/YBR275C/YDR217C/YNL262W/YCL061C/YIL031W/YKL101W/YER155C/YNL127W/YJL076W/YBR098W/YDR507C,1744,Revigo compressed
No,,GO:0006289,nucleotide-excision repair,16,-0.539938915,-1.544286728,0.047619048,0.047619048,0.200383588,570,"tags=81%, list=33%, signal=55%",YER173W/YAL015C/YHL025W/YNL139C/YDR291W/YER162C/YOR005C/YEL037C/YDR217C/YNL262W/YJR035W/YDR030C/YLR430W,1744,Revigo compressed
No,,GO:0000429,carbon catabolite regulation of transcription from RNA polymerase II promoter,18,-0.511629649,-1.515171402,0.047882136,0.047882136,0.200642087,380,"tags=50%, list=22%, signal=39%",YBR239C/YPL133C/YGL035C/YJL089W/YDR443C/YIL154C/YDR216W/YCR084C/YGR116W,1744,Revigo compressed
No,,GO:0019439,aromatic compound catabolic process,51,-0.380630036,-1.461209883,0.048003465,0.048003465,0.200642087,396,"tags=37%, list=23%, signal=30%",YCL001W-B/YGL178W/YAL021C/YOL055C/YNR001C/YDL238C/YEL015W/YGL202W/YGL173C/YKL025C/YNL004W/YDR421W/YGL094C/YIR027C/YOL115W/YCR077C/YPR189W/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0001932,regulation of protein phosphorylation,36,-0.415455301,-1.461535811,0.048016255,0.048016255,0.200642087,202,"tags=28%, list=12%, signal=25%",YGR233C/YNL257C/YPL004C/YER027C/YNL289W/YHR186C/YHL007C/YJR066W/YOR371C/YAL056W,1744,Revigo compressed
No,,GO:1901361,organic cyclic compound catabolic process,56,-0.363029612,-1.431421233,0.048818898,0.048818898,0.203521622,396,"tags=34%, list=23%, signal=27%",YCL001W-B/YGL178W/YAL021C/YOL055C/YNR001C/YDL238C/YEL015W/YGL202W/YGL173C/YKL025C/YNL004W/YDR421W/YGL094C/YIR027C/YOL115W/YCR077C/YPR189W/YDR293C/YOR076C,1744,Revigo compressed
No,,GO:0051028,mRNA transport,20,-0.496962693,-1.527483055,0.049209139,0.049209139,0.20467252,388,"tags=45%, list=22%, signal=35%",YIL149C/YDR457W/YMR129W/YFR002W/YBL079W/YNL004W/YIL115C/YAR002W/YGR116W,1744,Revigo compressed
No,,GO:0006629,lipid metabolic process,118,-0.301617821,-1.346195904,0.04962406,0.04962406,0.205920503,370,"tags=25%, list=21%, signal=21%",YFL025C/YER005W/YKL182W/YGR170W/YOR002W/YBL011W/YIL009W/YOL002C/YOR067C/YFR019W/YNR019W/YNL009W/YGR233C/YDL109C/YBL082C/YPL006W/YPR006C/YLR260W/YLL012W/YNL012W/YMR070W/YJR066W/YOR081C/YHR194W/YJR098C/YLR305C/YEL020C/YKL203C/YJL062W/YNR016C,1744,Manually compressed, strain specific
Yes,3,GO:0140053,mitochondrial gene expression,155,0.678172767,2.99193729,1.00E-10,1.00E-10,3.67E-08,735,"tags=52%, list=13%, signal=47%",YPL118W/YNR036C/YDR115W/YGL129C/YPL005W/YPR100W/YPR166C/YDR347W/YNR037C/YOR150W/YLR204W/YDR065W/YMR286W/YDR237W/YNL177C/YHR038W/YPL013C/YML129C/YLR139C/YDL033C/YOL033W/YDR337W/YHR011W/YPR134W/YDR296W/YGR222W/YLR312W-A/YCR003W/YBR282W/YLR091W/YPL215W/YHR147C/YMR193W/YGR165W/YDR462W/YGL068W/YER050C/YIL051C/YKL138C/YHR091C/YJR113C/YHL004W/YDL045W-A/YGR102C/YER153C/YHR189W/YPL097W/YGR150C/YEL050C/YOR187W/YDL202W/YMR024W/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YLR069C/YBL038W/YDL069C/YNR022C/YGR220C/YML025C/YNR045W/YDR494W/YPR047W/YDR405W/YMR225C/YOR158W/YDL104C/YLR439W/YNL185C/YNL252C/YPL029W/YFL036W/YJL063C/YDR175C/YDR268W/YMR257C,1747,
Yes,1,GO:0032543,mitochondrial translation,130,0.699676589,2.979427235,1.00E-10,1.00E-10,3.67E-08,735,"tags=56%, list=13%, signal=50%",YPL118W/YNR036C/YDR115W/YGL129C/YPL005W/YPR100W/YPR166C/YDR347W/YNR037C/YOR150W/YLR204W/YMR286W/YDR237W/YNL177C/YHR038W/YPL013C/YML129C/YLR139C/YOL033W/YDR337W/YHR011W/YDR296W/YGR222W/YLR312W-A/YCR003W/YBR282W/YPL215W/YHR147C/YMR193W/YGR165W/YDR462W/YGL068W/YER050C/YIL051C/YKL138C/YHR091C/YJR113C/YHL004W/YDL045W-A/YGR102C/YER153C/YHR189W/YPL097W/YEL050C/YOR187W/YDL202W/YMR024W/YBR251W/YMR158W/YDR197W/YGR215W/YGL143C/YNL073W/YMR188C/YLR069C/YBL038W/YDL069C/YNR022C/YGR220C/YML025C/YNR045W/YDR494W/YPR047W/YDR405W/YMR225C/YOR158W/YLR439W/YNL185C/YNL252C/YJL063C/YDR175C/YDR268W/YMR257C,1747,
